fantasyj,Fantasy (Japan),
fantazia,Fantazia,
fantzone,Fantasy Zone (Japan New Ver.),
fantzono,Fantasy Zone (Old Ver.),
farwest,Far West,
fastfred,Fast Freddie,
fastlane,Fast Lane,
fatfursp,Fatal Fury Special / Garou Densetsu Special,
fatfury1,Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai,
fatfury2,Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai,
fatfury3,Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai,
fax,Fax,
fbfrenzy,Football Frenzy,
ffantasy,Fighting Fantasy (Japan),
ffight,Final Fight (World),
ffightj,Final Fight (Japan),
ffightu,Final Fight (US),
fhawk,Fighting Hawk (Japan),
fightfev,Fight Fever / Crystal Legacy,
finalb,Final Blow (World),
finalbj,Final Blow (Japan),
finalizb,Finalizer - Super Transformation (bootleg),
finalizr,Finalizer - Super Transformation,
finehour,Finest Hour (Japan),
fireone,Fire One,
fireshrk,Fire Shark,
firetpbl,Fire Trap (Japan bootleg),
firetrap,Fire Trap,
firetrk,Fire Truck,
fitegolf,Fighting Golf,
fitter,Fitter,
flashgal,Flash Gal,
flicky,Flicky (set 1),
flicky2,Flicky (set 2),
flipshot,Battle Flip Shot,
flkatck,Flak Attack (Japan),
flstory,Fairyland Story, The,
flstoryj,Fairyland Story, The (Japan),
flyboy,Fly-Boy,
flyboyb,Fly-Boy (bootleg),
fnkyfish,Funky Fish,
foodf,Food Fight,
footchmp,Football Champ (World),
forgottn,Forgotten Worlds (US),
formatz,Formation Z,
fpoint,Flash Point,
fpointbl,Flash Point (bootleg),
freeze,Freeze,
frenzy,Frenzy,
friskyt,Frisky Tom,
frogger,Frogger,"Your task in this arcade conversion is to guide a frog across a treacherous road and river, and to safety at the top of the screen. Both these sections are fraught with a variety of hazards, each of which will kill the frog and cost you a life if contact is made."
froggers,Frog,
froggrmc,Frogger (modified Moon Cresta hardware),
frogs,Frogs,
frogseg1,Frogger (Sega set 1),
frogseg2,Frogger (Sega set 2),
frontlin,Front Line,
fround,Final Round,
fshark,Flying Shark (World),
fsharkbt,Flying Shark (bootleg),
fstarfrc,Final Star Force (US),
ftsoccer,Fighting Soccer,
funkybee,Funky Bee,
futspy,Future Spy,
gaiden,Ninja Gaiden (World),
galag88b,Galaga '88 (set 2),
galaga,Galaga (Namco),"Galaga 2 (Europe) or Galaga '91 (Japan) is a sequel to Namco's 1981 arcade classic, Galaga (brought to the SG-1000 as Sega-Galaga). It is actually a port of Galaga '88, originally released in arcades in 1988, retitled to reflect its Sega Game Gear release of 1991.Galaga '91 can cause confusion not just because of its arcade origins three years prior, but because in Europe, this Game Gear version was retitled (again) as Galaga 2, being marketed as a direct sequel to Galaga. It is, however, the fourth game in the series; being preceeded by the 1979 arcade game, Galaxian, Galaga in 1981 and finally Gaplus in 1984 (sometimes called Galaga 3 - an equally misleading title). To make matters worse, Namco released an arcade sequel called Galaxian³ (also known as Galaxian 3') in 1990, and the TurboGrafx-16 port of Galaga '88/'91 is called Galaga '90. More recent games have opted to avoid numbering systems and always use the Galaga name.Galaga '88/'91 builds on the gameplay seen in Galaxian, Galaga and Gaplus, the most notable addition being the inclusion of more detailed backgrounds (as opposed to coloured scrolling starfields). The Game Gear version was not released in North America."
galaga3,Galaga 3 (set 1),
galaga3a,Galaga 3 (set 2),
galaga84,Galaga '84,
galaga88,Galaga '88 (set 1),"Galaga '88 is a 1987 fixed shooter arcade game by Namco. It is the third sequel for Galaxian (following Galaga, and Gaplus). It features significantly improved graphics over the previous games in the series, including detailed backgrounds, larger enemies and greater ship details. Although it was well received, fewer cabinets of this game were produced than of Galaga and Gaplus. The game runs on Namco System 1 hardware. It was later released on the North American TurboGrafx-16 under the name Galaga '90 and the Sega Game Gear in Japan under the name of Galaga'91 (ギャラガ'91 Gyaraga 'Nainti Wan?), and in Europe under the name of Galaga 2.The gameplay in Galaga '88 is built on the same premise as that of the original Galaga game, but is in many ways more complex and more difficult. The game is divided into a series of 29 Stages distributed through eight Worlds. The starship Galaga accelerates between Stages and Worlds and even to higher dimensions"
galaga88j,Galaga '88 (Japan),
galagab2,Galaga (bootleg),
galagads,Galaga (fast shoot),
galagamw,Galaga (Midway),
galap1,Space Invaders Galactica,
galap4,Galaxian Part 4,
galapx,Galaxian Part X,
galaxb,Galaxian (bootleg),
galaxian,Galaxian (Namco),"Galaxian expanded on the formula pioneered by Space Invaders. As in the earlier game, Galaxian featured a horde of attacking aliens that exchanged shots with the player. In contrast to Space Invaders, Galaxian added an element of drama by having the aliens periodically make kamikaze-like dives at the player's ship, the Galaxip."
galaxyfg,Galaxy Fight - Universal Warriors,
galivan,Galivan - Cosmo Police (12/16/1985),
galivan2,Galivan - Cosmo Police (12/11/1985),
gallag,Gallag,
gallop,Gallop - Armed police Unit (Japan),
galmidw,Galaxian (Midway),
galpanic,Gals Panic,
galturbo,Galaxian Turbo,
galxwars,Galaxy Wars,
gangwars,Gang Wars (US),
gangwarsb,Gang Wars (bootleg),
gaplus,Gaplus (set 1),
gaplusa,Gaplus (set 2),
gardia,Gardia,
gardiab,Gardia (bootleg),
garuka,Garuka (Japan),
garyoret,Garyo Retsuden (Japan),
gatedoom,Gate of Doom (US revision 4),
gatedoom1,Gate of Doom (US revision 1),
gaunt2,Gauntlet II,
gauntir1,Gauntlet (Intermediate Release 1),
gauntir2,Gauntlet (Intermediate Release 2),
gauntlet,Gauntlet,""
gauntlet2p,Gauntlet (2 Players),
gberet,Green Beret,
gberetb,Green Beret (bootleg),
gbusters,Gang Busters,
geebee,Gee Bee,
geebeeg,Gee Bee (Gremlin),
gemini,Gemini Wing,
genpeitd,Genpei ToumaDen,
gensitou,Genshi-Tou 1930's,
getstar,Guardian,
getstarb1,Get Star (bootleg),
getstarj,Get Star (Japan),
gghost,Goalie Ghost,
ghostb,Real Ghostbusters, The (US 2 Players),
ghostb3,Real Ghostbusters, The (US 3 Players),
ghouls,Ghouls'n Ghosts (World),
ghoulsj,Dai Makai-Mura (Japan),
ghoulsu,Ghouls'n Ghosts (US),
ghox,Ghox,
gimeabrk,Gimme A Break,
ginganin,Ginga NinkyouDen,
ginkun,Ganbare Ginkun,
gladiatr,Gladiator (US),
gmissile,Guided Missile,
gng,Ghosts'n Goblins (World? set 1),"Ghosts 'N Goblins is a sideways scrolling action platformer spread over six levels, each of which must be completed within three minutes (or a life is lost), taking in forest, village, mountain and cavern settings with increasing difficulty.Arthur the brave knight must rescue his beloved Princess from the Demon King Astaroth and his forces - amongst them are the various undead (ghosts, zombies), bats, ogres and goblins. Other challenges include moving platforms, ladders and water/fire hazards. The player can walk left and right, jump, and is also equipped with a lance to use as a weapon. Getting hit by enemies causes Arthur to lose his armor and run around in his underpants, getting hit again will cause the player to lose a life. As in most games in this genre, the player can pick up power-ups such as daggers and bombs during the course of the game, giving the player greater firepower."
gnga,Ghosts'n Goblins (World? set 2),
gngt,Ghosts'n Goblins (US),
goalx3,Goal! Goal! Goal!,
goindol,Goindol,
goldmedl,Gold Medalist,
goldnabl,Golden Axe (bootleg),
goldnaxa,Golden Axe (Version 2),
goldnaxb,Golden Axe (Version 2 317-0110),
goldnaxc,Golden Axe (Version 2 317-0122),
goldnaxe,Golden Axe (Version 1),
goldnaxj,Golden Axe (Version 1, Japan),
gondo,Gondomania (US),
gorf,Gorf,
gorfpgm1,Gorf (Program 1),
gotya,Got-Ya (12/24/1981, prototype?),
gowcaizr,Voltage Fighter - Gowcaizer / Choujin Gakuen Gowcaizer,
gpilots,Ghost Pilots,
gradius,Gradius,
gradius2,Gradius II - Gofer no Yabou (Japan set 1),
gradius2a,Gradius II - Gofer no Yabou (Japan set 2),
gradius2b,Gradius II - Gofer no Yabou (Japan set 3),
gradius3,Gradius III (Japan),
gradius3a,Gradius III (Asia),
gravitar,Gravitar (version 3),
gravitar2,Gravitar (version 2),
grescue,Galaxy Rescue,
gridiron,Gridiron Fight,
grindstm,Grind Stormer (Korea),
grobda,Grobda (New version),
grobda2,Grobda (Old version set 1),
grobda3,Grobda (Old version set 2),
growl,Growl (World),
growlu,Growl (US),
gryzor,Gryzor,
gsword,Great Swordsman,
gteikoku,Gingateikoku No Gyakushu,
gtmr,Great 1000 Miles Rally,"Linkable up to 4 players. New enhanced graphics. 8 new race cars. 8 new exciting tracks!"
gtmre,Great 1000 Miles Rally (Evolution Model),
gunbird,Gun Bird (Japan),
gundeala,Gun Dealer (set 2),
gundealr,Gun Dealer (set 1),
gunfight,Gun Fight,
gunforce,Gunforce - Battle Fire Engulfed Terror Island (World),
gunforcu,Gunforce - Battle Fire Engulfed Terror Island (US),
gunfront,Gun & Frontier (World),
gunfrontj,Gun Frontier (Japan),
gunhohki,Gun Hohki (Japan),
gunsmoka,Gun.Smoke (US set 2),
gunsmoke,Gun.Smoke (World),
gunsmokj,Gun.Smoke (Japan),
gunsmrom,Gun.Smoke (US set 1),
gururin,Gururin,
gutangtn,Guttang Gottong,
guzzler,Guzzler,
gwar,Guerrilla War (US),
gwara,Guerrilla War (Version 1),
gwarb,Guerrilla War (bootleg),
gwarj,Guevara (Japan),
gwarrior,Galactic Warriors,
gypsyjug,Gypsy Juggler,
gyrodine,Gyrodine,
gyruss,Gyruss (Konami),
gyrussce,Gyruss (Centuri),
hachoo,Hachoo!,
hal21,HAL21,
hal21j,HAL21 (Japan),
hanaawas,Hana Awase (Flower Matching),
hangly,Hangly-Man (set 1),
hangly2,Hangly-Man (set 2),
hangon,Hang-On,
hardhat,Hard Hat,
hardhead,Hard Head,
hardheadb,Hard Head (Bootleg),
hatena,Adventure Quiz 2 Hatena Hatena no Dai-Bouken (Japan),
hatris,Hatris (Japan),
hattrick,Hat Trick,
hbarrel,Heavy Barrel (US),
hbarrelw,Heavy Barrel (World),
hcastle,Haunted Castle (set 1),
hcastlea,Haunted Castle (set 2),
hcastlej,Akuma-Jou Dracula (Japan),
headon,Head On (2 players),
headon2,Head On 2,
headonb,Head On (1 player),
heberpop,Hebereke no Popoon (Japan),
heiankyo,Heiankyo Alien,
helifire,HeliFire (revision B),
helifirea,HeliFire (revision A),
hellfire,Hellfire,
herbiedk,Herbie at the Olympics (DK conversion),
hexa,Hexa,
hharry,Hammerin' Harry (World),
hharryu,Hammerin' Harry (US),
higemaru,Pirate Ship HigeMaru,
hiimpact,High Impact Football (rev LA3 12/27/90),
hippodrm,Hippodrome (US),
hishouza,Hishou Zame (Japan),
hitice,Hit the Ice (US),
hitnmiss,Hit 'n Miss (version 3.0),
hitnmiss2,Hit 'n Miss (version 2.0),
hoccer,Hoccer (set 1),
hoccer2,Hoccer (set 2),
homo,Homo,
hook,Hook (World),
hooku,Hook (US),
hopmappy,Hopping Mappy,
hopprobo,Hopper Robo,
horshoes,American Horseshoes (US),
hotchase,Hot Chase,
hotshock,Hot Shocker,
hpolym84,Hyper Olympics '84,
hpuncher,Hard Puncher (Japan),
hthero,Hat Trick Hero (Japan),
hunchbkd,Hunchback (Donkey Kong conversion),
hunchbks,Hunchback (Scramble hardware),
hustle,Hustle,
hustler,Video Hustler,
hustlerb,Video Hustler (bootleg),
hvymetal,Heavy Metal,
hwchamp,Heavyweight Champ,
hwrace,High Way Race,
hydra,Hydra,
hydrap,Hydra (prototype),
hyperspt,Hyper Sports,
hyprolym,Hyper Olympic,
hyprolymb,Hyper Olympic (bootleg),
hypsptsp,Hyper Sports Special (Japan),
iganinju,Iga Ninjyutsuden (Japan),
ikari,Ikari Warriors (US),
ikari3,Ikari III - The Rescue,
ikarijp,Ikari Warriors (Japan),
ikarijpb,Ikari Warriors (Japan bootleg),
imgfight,Image Fight (Japan),
imsorry,I'm Sorry (US),
imsorryj,I'm Sorry (Japan),
indyheat,Danny Sullivan's Indy Heat,
indytem2,Indiana Jones and the Temple of Doom (set 2),
indytem3,Indiana Jones and the Temple of Doom (set 3),
indytem4,Indiana Jones and the Temple of Doom (set 4),
indytemp,Indiana Jones and the Temple of Doom (set 1),
inferno,Inferno,
insector,Insector (prototype),
insectx,Insector X (World),
inthunt,In The Hunt (World),
inthuntu,In The Hunt (US),
intrepid,Intrepid (set 1),
intrepid2,Intrepid (set 2),
invad2ct,Space Invaders II (Midway, cocktail),
invaddlx,Space Invaders Deluxe,
invaderl,Space Invaders (Logitec),
invaders,Space Invaders,
invadpt2,Space Invaders Part II (Taito),
invds,Invinco / Deep Scan,
invho2,Invinco / Head On 2,
invinco,Invinco,
invrvnga,Invader's Revenge (Dutchford),
invrvnge,Invader's Revenge,
irobot,I, Robot,
ironhors,Iron Horse,
irrmaze,Irritating Maze / Ultra Denryu Iraira Bou, The,
jack,Jack the Giantkiller (set 1),
jack2,Jack the Giantkiller (set 2),
jack3,Jack the Giantkiller (set 3),
jackal,Jackal (World),
jackalj,Tokushu Butai Jackal (Japan),
jackrabt,Jack Rabbit (set 1),
jackrabt2,Jack Rabbit (set 2),
jackrabts,Jack Rabbit (special),
jailbrek,Jail Break,
janshin,Jyanshin Densetsu - Quest of Jongmaster,
jedi,Return of the Jedi,
jjack,Jumping Jack,
joemac,Joe & Mac (Japan),
journey,Journey,
joust,Joust (White/Green label),
joust2,Joust 2 - Survival of the Fittest (set 1),
joustr,Joust (Solid Red label),
joustwr,Joust (White/Red label),
joyfulr,Joyful Road (US),
joyjoy,Puzzled / Joy Joy Kid,
jrpacman,Jr. Pac-Man,
jspecter,Jatre Specter,
jumpbug,Jump Bug,
jumpbugb,Jump Bug (bootleg),
jumpcoas,Jump Coaster,
jumping,Jumping,
jumpshot,Jump Shot,
jungleh,Jungle Hunt (US),
junglek,Jungle King (Japan),
junglekj2,Jungle King (Japan, earlier),
jungler,Jungler,"In Jungler, the player controls a white, multi-segmented animal inside a blue maze. Also inside the maze are three enemy creatures similar to that of the player. The object of the game is to eliminate the enemy creatures before one of them eliminates the player. When all three enemies are defeated, the player advances to the next maze.The enemy creatures appear in one of three colors: red, yellow or green. Red creatures are longer in length than the player, and as such a collision with the creature will cost the player one life. Yellow creatures are the same length as the player, thus posing no harm upon a collision. Green creatures are shorter than the player, and will be devoured by the player's creature if they collide. The player can shoot at the creatures, with each hit reducing the number of segments by one. As segments are removed, the creatures are able to move faster, thus making them harder to catch and eliminate.Points are scored for shooting the creatures, as well as for collecting pieces of fruit that appear in the maze at random locations. These fruits will also add an extra segment to the player's creature."
junglers,Jungler (Stern),
junofrst,Juno First,
junofstg,Juno First (Gottlieb),
jyuohki,Jyuohki (Japan),
kabukikl,Kabuki Klash - Far East of Eden / Tengai Makyou Shinden - Far East of Eden,
kageki,Kageki (US),
kagekij,Kageki (Japan),
kaitei,Kaitei Takara Sagashi,
kaiteids,Kaitei Daisensou (Japan),
kaitein,Kaitei Takara Sagashi (Namco),
kamikaze,Kamikaze,
kangaroa,Kangaroo (Atari),
kangarob,Kangaroo (bootleg),
kangaroo,Kangaroo,
kaos,Kaos,
karatblz,Karate Blazers (World?),
karatblzu,Karate Blazers (US),
karatedo,Karate Dou (Japan),
karatevs,Taisen Karate Dou (Japan VS version),
karianx,Karian Cross,
karnov,Karnov (US),
karnovj,Karnov (Japan),
karnovr,Karnov's Revenge / Fighter's History Dynamite,
kbash,Knuckle Bash,
kchamp,Karate Champ (US),
kchampvs,Karate Champ (US VS version),
kick,Kick (upright),
kickc,Kick (cocktail),
kicker,Kicker,
kicknrun,Kick and Run,
kickoff,Kick Off (Japan),
kickridr,Kick Rider,
kidniki,Kid Niki - Radical Ninja (US),
kikcubic,Meikyu Jima (Japan),"World War II Combat: Iwo Jima is a budget-priced first-person shooter developed by Direct Action Games and published by Groove Games. Like its predecessor, World War II Combat: Road to Berlin, it received extremely negative reviews from reviewers and users alike. It suffered from many of the same problems of the first game."
kikikai,KiKi KaiKai,
kikstart,Kick Start Wheelie King,
killcom,Killer Comet,
kingball,King & Balloon (US),
kingballj,King & Balloon (Japan),
kingofb,King of Boxer (English),
kizuna,Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle,
klax,Klax (set 1),
klax2,Klax (set 2),
klax3,Klax (set 3),
klaxj,Klax (Japan),
kncljoe,Knuckle Joe (set 1),
kncljoea,Knuckle Joe (set 2),
knights,Knights of the Round (World),
knightsj,Knights of the Round (Japan),
knockout,Knock Out !!,
kod,King of Dragons, The (World),
kodb,King of Dragons, The (bootleg),
kodj,King of Dragons, The (Japan),
kodure,Kodure Ookami (Japan),
kof94,King of Fighters '94, The,
kof95,King of Fighters '95, The,
kof96,King of Fighters '96, The,
kof97,King of Fighters '97, The,
kof98,King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends, The,
konami88,Konami '88,
konamigt,Konami GT,
koshien,Ah Eikou no Koshien (Japan),
kotm,King of the Monsters,
kotm2,King of the Monsters 2 - The Next Thing,
kram,Kram (set 1),
kram2,Kram (set 2),
kroozr,Kozmik Kroozr,
krull,Krull,
ktiger,Kyukyoku Tiger (Japan),
kuhga,Kuhga - Operation Code 'Vapor Trail' (Japan revision 3),
kungfub,Kung Fu Master (bootleg set 1),
kungfub2,Kung Fu Master (bootleg set 2),
kungfud,Kung Fu Master (Data East),
kungfum,Kung Fu Master,
kuniokub,Nekketsu Kouha Kunio-kun (Japan bootleg),
kuniokun,Nekketsu Kouha Kunio-kun (Japan),
kurikint,Kuri Kinton (World),
kurikinta,Kuri Kinton (prototype?),
kyros,Kyros,
kyukaidk,Kyuukai Douchuuki (Japan new version),
kyukaidko,Kyuukai Douchuuki (Japan old version),
labyrunr,Labyrinth Runner (Japan),
ladybug,Lady Bug,"Lady Bug is an insect-themed maze chase arcade game produced by Universal Entertainment Corporation and released in 1981. Its gameplay is similar to Pac-Man, with the primary addition to the formula being gates that change the layout of the maze when used. The arcade original was relatively obscure, but the game found wider recognition and success as a launch title for the ColecoVision console."
ladybugb,Lady Bug (bootleg),
lagunar,Laguna Racer,
laser,Laser,
lasso,Lasso,
lastblad,Last Blade / Bakumatsu Roman - Gekkano Kenshi, The,
lastbld2,Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekkano Kenshi, The,
lastduel,Last Duel (US set 1),
lastduelb,Last Duel (bootleg),
lastmiss,Last Mission (US revision 6),
lastmss2,Last Mission (US revision 5),
lazercmd,Lazer Command,
lbowling,League Bowling,
ldrun,Lode Runner (set 1),
ldrun2,Lode Runner II - The Bungeling Strikes Back,
ldrun3,Lode Runner III - Majin No Fukkatsu,
ldrun4,Lode Runner IV - Teikoku Karano Dasshutsu,
ldruna,Lode Runner (set 2),
ledstorm,Led Storm (US),
legendos,Legend of Success Joe / Ashitano Joe Densetsu,
legofair,Koukuu Kihei Monogatari - The Legend of Air Cavalry,
leprechn,Leprechaun,
lethalth,Lethal Thunder (World),
levers,Levers,
lgtnfght,Lightning Fighters (US),
liberatr,Liberator (set 1),
lifefrce,Lifeforce (US),
lifefrcej,Lifeforce (Japan),
liquidk,Liquid Kids (World),
liquidku,Liquid Kids (US),
lizwiz,Lizard Wizard,
lkage,Legend of Kage, The,
lkageb,Legend of Kage, The (bootleg set 1),
lkageb2,Legend of Kage, The (bootleg set 2),
lkageb3,Legend of Kage, The (bootleg set 3),
llander,Lunar Lander (rev 2),"The objective of Lunar Lander is to pilot a lunar landing module as it prepares to touch down on the moon. The terrain is very jagged and has only a few flat areas appropriate for landing. These areas are highlighted with a flashing bonus multiplier, which is higher for smaller areas. If the player successfully lands the module, he or she is awarded points based on how good the landing was and the difficulty of the landing site. If he or she crashes, points are awarded based on the severity of the crash and sometimes the player receives a fuel penalty. In either case, the game starts another round with a different set of terrain and the player's remaining fuel. The game is over when the player has run out of fuel and crashes on the moon's surface."
llander1,Lunar Lander (rev 1),
lnc,Lock'n'Chase,
locomotn,Loco-Motion,
logicpr2,Logic Pro 2 (Japan),
logicpro,Logic Pro,
loht,Legend of Hero Tonma,
lomakai,Legend of Makai (World),
looper,Looper,
lordofk,Lord of King, The (Japan),
losttmbh,Lost Tomb (hard),
losttomb,Lost Tomb (easy),
lostwrld,Lost Worlds (Japan),
lotlot,Lot Lot,
lrescue,Lunar Rescue,
lresort,Last Resort,
lsasquad,Land Sea Air Squad / Riku Kai Kuu Saizensen,
lstduela,Last Duel (US set 2),
lupin3,Lupin III,
lwings,Legendary Wings (US set 1),
lwings2,Legendary Wings (US set 2),
lwingsjp,Ales no Tsubasa (Japan),
m4,M-4,
m79amb,M79 Ambush,
mach3,M.A.C.H. 3,
machomou,Macho Mouse,
madcrash,Mad Crasher,
madgear,Mad Gear (US),
madgearj,Mad Gear (Japan),
madmotor,Mad Motor,
magdrop2,Magical Drop II,
magdrop3,Magical Drop III,
magix,Magix,
maglord,Magician Lord (set 1),
maglordh,Magician Lord (set 2),
magspot2,Magical Spot II,
mahoudai,Mahou Daisakusen (Japan),
mahretsu,Mahjong Kyoretsuden,
mainevt,Main Event, The (version Y),
mainevt2,Main Event, The (version F),
majest12,Majestic Twelve - The Space Invaders Part IV (Japan),
majtitl2,Major Title 2 (World),
majtitle,Major Title (Japan),
majuu,Majuu no Ohkoku,
makaiden,Makai Densetsu (Japan),
makaimuc,Makai-Mura (Revision C),
makaimug,Makai-Mura (Revision G),
makaimur,Makai-Mura,
maketrax,Make Trax,
makyosen,Makyou Senshi (Japan),
maniach,Mania Challenge (set 1),
maniach2,Mania Challenge (set 2),
mappy,Mappy (US),"The player guides Mappy the police mouse through the mansion of the cats called Mewkies (Meowky in the U.S. version) to retrieve stolen goods. The player uses a left-right joystick to move Mappy and a single button to operate doors. The mansion has six floors of hallways in which the stolen items are stashed."
mappyjp,Mappy (Japan),
marble,Marble Madness (set 1),"The idea is deceptively simple: Guide a marble down a path without hitting any obstacles or straying off the course. The game is viewed from an isometric perspective, which makes it harder to stay focused on the direction the ball is to follow. There are tight corridors to follow and enemies to avoid. There is a 2-player mode in which players must race to the finish; otherwise you're racing against the clock."
marble2,Marble Madness (set 2),
marblea,Marble Madness (set 3),
marineb,Marine Boy,
mariner,Mariner,
mario,Mario Bros. (US),"Mario and Luigi are doing some underground plumbing when all sorts of weird creatures come flying out of the pipes. Turtles, crabs - even fighterflies - attack the helpless Mario Bros. It's up to you to kick, punch, and knock out these sewer pests before time runs out! But beware. Just when you think you got rid of them, they come back for more! Play against the computer, or with a friend - either way, this is one underground classic you'll want to play time and time again!"
mariojp,Mario Bros. (Japan),
mars,Mars,
marukin,Super Marukin-Ban,
marukodq,Chibi Marukochan Deluxe Quiz,
marvins,Marvin's Maze,
marvland,Marvel Land (US),
marvlanj,Marvel Land (Japan),
masao,Masao,
masterw,Master of Weapon (World),
matmania,Mat Mania,
maxrpm,Max RPM,
mayday,Mayday (set 1),
maydaya,Mayday (set 2),
mayhem,Mayhem 2002,
maze,Amazing Maze,
mbomberj,Muscle Bomber - The Body Explosion (Japan),
mbombrd,Muscle Bomber Duo - Ultimate Team Battle (World),
mbombrdj,Muscle Bomber Duo - Heat Up Warriors (Japan),
mbrush,Magic Brush,
medlanes,Meadows Lanes,
megaforc,Mega Force,
megaman,Mega Man - The Power Battle (Asia),"Doctor Wily is up to no good yet again, this time returning with 18 revived and improved Robot Masters. Mega Man and Proto Man proceed to stop him, while Bass destroys the inferior robots to show Wily that he is the only robot he needs."
megatack,MegaTack,
megaznik,Mega Zone (Kosuka),
megazone,Mega Zone,
meikyuh,Meikyuu Hunter G (Japan),
mercs,Mercs (World),
mercsj,Senjo no Ookami II (Japan),
mercsu,Mercs (US),
mermaid,Mermaid,
metafox,Meta Fox,
meteor,Meteoroids,
metrocrs,Metro-Cross,
mexico86,Mexico 86,
mgakuen,Mahjong Gakuen,
mgakuen2,Mahjong Gakuen 2 Gakuen-chou no Fukushuu,
mhavoc,Major Havoc (rev 3),
mhavoc2,Major Havoc (rev 2),
mhavocp,Major Havoc (prototype),
mhavocrv,Major Havoc (Return to Vax),
mia,Missing in Action (version T),
mia2,Missing in Action (version S),
miaj,Missing in Action (Japan),
midres,Midnight Resistance (World),"Midnight Resistance is a side-scrolling action shooting game produced by Data East for the arcades in 1989. The game was ported by Data East to the Sega Mega Drive in 1990 and by Ocean Software to various home computer platforms during the same year. The game is set in a dystopian future where the player controls a member of a resistance movement who goes on a mission to rescue his kidnapped family from a mad scientist."
midresj,Midnight Resistance (Japan),
midresu,Midnight Resistance (US),
miexchng,Money Puzzle Exchanger / Money Idol Exchanger,
mikie,Mikie,
mikiehs,Mikie (High School Graffiti),
mikiej,Shinnyuushain Tooru-kun,
milliped,Millipede,
minasan,Minnasanno Okagesamadesu,
minefld,Minefield,
minigol2,Mini Golf (set 2),
minigolf,Mini Golf (set 1),
minivadr,Minivader,
mirninja,Mirai Ninja (Japan),
missile,Missile Command (set 1),"The game is played by moving a crosshair across the sky background  and launch a counter-missile from the appropriate battery. Counter-missiles explode upon reaching the crosshair, leaving a fireball that persists for several seconds and destroys any enemy missiles that enter it. There are three batteries, each with ten missiles; a missile battery becomes useless when all its missiles are fired, or if the battery is destroyed by enemy fire. The missiles of the central battery fly to their targets at much greater speed; only these missiles can effectively kill a smart bomb at a distance."
missile2,Missile Command (set 2),
mizubaku,Mizubaku Daibouken (Japan),
mjleague,Major League,
mjnquesb,Mahjong Quest (No Nudity),
mjnquest,Mahjong Quest (Japan),
mk,Mortal Kombat (rev 5.0 T-Unit 03/19/93),
mk2,Mortal Kombat II (rev L3.1),
mk2r14,Mortal Kombat II (rev L1.4),
mk2r32,Mortal Kombat II (rev L3.2 (European)),
mk3,Mortal Kombat 3 (rev 2.1),
mk3r10,Mortal Kombat 3 (rev 1.0),
mk3r20,Mortal Kombat 3 (rev 2.0),
mkla1,Mortal Kombat (rev 1.0 08/08/92),
mkla2,Mortal Kombat (rev 2.0 08/18/92),
mkla3,Mortal Kombat (rev 3.0 08/31/92),
mkla4,Mortal Kombat (rev 4.0 09/28/92),
mmaze,Marchen Maze (Japan),
mmonkey,Minky Monkey,
mnchmobl,Munch Mobile (Japan),
mnight,Mutant Night,
moguchan,Moguchan,
mole,Mole Attack,
momoko,Momoko 120%,
monkeyd,Monkey Donkey,
monsterb,Monster Bash,
monwar2a,Moon War II (set 2),
monymony,Money Money,
moonal2,Moon Alien Part 2,
moonal2b,Moon Alien Part 2 (older version),
moonbase,Moon Base,
mooncrgx,Moon Cresta (bootleg on Galaxian hardware),
mooncrs2,Moon Cresta (bootleg set 2),
mooncrsb,Moon Cresta (bootleg set 1),
mooncrsg,Moon Cresta (Gremlin),"Moon Cresta (ムーンクレスタ?) is an arcade game released in 1980 by Nichibutsu. A moving starfield gives the impression of vertical scrolling, but the game is a fixed shooter in the vein of Namco's Galaxian.Incentive Software published a version of this arcade game for many 8-bit home computers of the time. Dempa also released a port of both Moon Cresta and Terra Cresta for the X68000. It was also released on the Wii Virtual Console in Japan on March 9, 2010 and PlayStation 4(Arcade Archives) in 2014.[2]"
mooncrst,Moon Cresta (Nichibutsu),
moonqsr,Moon Quasar,
moonwalk,Moon Walker (Set 1),
moonwar2,Moon War II (set 1),
moonwlka,Moon Walker (Set 2),
moonwlkb,Moon Walker (bootleg),
mosyougi,Syougi No Tatsujin - Master of Syougi,
motorace,MotoRace USA,
motos,Motos,
mpatrol,Moon Patrol,"Moon Patrol is an arcade game by Irem released in 1982. It was licensed to Williams for distribution in North America.  Moon Patrol is widely credited for the introduction of parallax scrolling in side-scrolling video games.  One source argues that the graphics in the 1981 game Defender would count, and Taito's Jungle Hunt side-scroller, released the same year as Moon Patrol, also features parallax scrolling."
mpatrolw,Moon Patrol (Williams),
mplanets,Mad Planets,
mranger,Moon Ranger,
mrdo,Mr. Do! (Universal),""
mrdofix,Mr. Do! (bugfixed),
mrdot,Mr. Do! (Taito),
mrdoy,Mr. Do! (Yukidaruma),
mrdu,Mr. Du!,
mrgoemon,Mr. Goemon (Japan),
mrheli,Mr. HELI no Dai-Bouken,
